state,ym,price,cpi,vmt,fatal,spdfatal,duifatal,urate,pcinc,etohpc,beertax,gdlyear
NM,699,2.6504,265.726,7.04519,67,111,201,5.19,54315.2,2.0938,0.618,2007
NM,700,2.6793,266.281,7.49346,77,56,448,4.635,55569.1,2.0929,0.618,2007
NM,701,2.692,266.838,7.37527,79,15,225,5.088,55024.2,2.1449,0.618,2007
NM,702,2.7842,267.395,7.21254,75,57,308,4.508,54923.5,2.329,0.618,2007
NM,703,2.8667,267.953,7.08566,83,45,407,5.381,55168.8,2.3875,0.618,2007
NM,704,2.7504,268.513,7.42695,107,44,75,3.898,55894.9,2.3834,0.618,2007
NM,705,2.6339,269.074,6.95206,85,14,1370,4.146,55138.3,2.4852,0.618,2007
NM,706,2.5452,269.636,6.83708,90,20,563,4.809,55187.5,2.397,0.618,2007
NM,707,2.5429,270.199,6.78343,91,84,1105,5.416,56278.5,2.3468,0.618,2007
NM,708,2.4824,270.764,6.70423,96,30,619,5.355,56293.4,2.4143,0.618,2007
NM,709,2.4294,271.329,6.60664,78,81,705,5.304,55540.1,2.1726,0.618,2007
NM,710,2.4692,271.896,7.05197,83,59,425,5.615,54946.3,2.2169,0.618,2007
NM,711,2.476,272.464,7.27246,70,40,575,5.334,56503.9,2.004,0.618,2007
NM,712,2.5934,273.033,7.70858,85,45,572,4.766,55692.8,2.1363,0.618,2007
NM,713,2.6157,273.603,7.65747,61,36,399,5.652,56165.8,2.1995,0.618,2007
NM,714,2.6694,274.175,7.48949,80,137,520,5.009,55690.0,2.2579,0.618,2007
NM,715,2.7011,274.747,7.69898,81,53,402,4.92,57027.5,2.3668,0.618,2007
NM,716,2.5853,275.321,7.62743,91,29,1295,4.518,56004.1,2.3278,0.618,2007
NM,717,2.6085,275.896,7.34222,97,110,691,4.395,55582.9,2.2925,0.618,2007
NM,718,2.5245,276.473,7.0075,106,38,785,5.296,57411.5,2.4974,0.618,2007
NM,719,2.444,277.05,6.88921,98,57,748,4.542,58202.4,2.3665,0.618,2007
NM,720,1.9814,277.629,6.71875,99,82,361,9.734,57504.4,2.2625,0.618,2007
NM,721,2.0423,278.209,6.68594,103,41,863,9.589,57185.8,2.1369,0.618,2007
NM,722,2.1578,278.79,5.69393,81,63,598,10.016,57389.7,2.0511,0.618,2007
NM,723,1.7953,279.372,4.80385,98,71,37,10.14,56500.4,1.9934,0.618,2007
NM,724,1.8425,279.956,5.86815,82,50,661,9.931,57915.5,2.1295,0.618,2007
NM,725,2.2641,280.54,6.6197,71,83,665,9.992,56339.1,2.2317,0.618,2007
NM,726,2.2998,281.126,7.24641,89,35,377,9.093,56325.3,2.4292,0.618,2007
NM,727,2.2533,281.714,7.76614,86,33,355,8.541,57652.2,2.4148,0.618,2007
NM,728,2.2334,282.302,7.62423,102,101,362,8.864,57318.5,2.4045,0.618,2007
NM,729,2.1002,282.892,7.34049,108,97,839,9.046,57966.7,2.4478,0.618,2007
NM,730,2.023,283.483,7.06915,129,27,787,8.888,57129.5,2.4174,0.618,2007
NM,731,1.9883,284.075,6.96409,78,49,676,8.783,55818.1,2.2601,0.618,2007
NM,732,2.8989,284.668,7.14362,94,7,505,4.391,58482.4,2.1796,0.618,2007
NM,733,2.8838,285.263,6.90037,92,45,167,4.983,57234.1,2.2127,0.618,2007
NM,734,2.8507,285.859,6.7361,88,123,536,5.121,57042.8,2.0783,0.618,2007
NM,735,2.9702,286.456,7.19181,81,79,389,4.824,57429.2,2.2254,0.618,2007
NM,736,3.0434,287.054,7.43701,88,26,438,5.175,57443.8,2.2622,0.618,2007
NM,737,3.0825,287.654,7.5772,77,165,220,4.788,59184.0,2.1618,0.618,2007
NM,738,3.1622,288.254,7.93183,86,23,390,4.812,58698.8,2.2441,0.618,2007
NM,739,3.0742,288.856,7.45763,102,69,554,4.506,58985.0,2.2279,0.618,2007
NM,740,2.9823,289.46,7.69828,91,73,286,5.07,58797.7,2.5024,0.618,2007
NM,741,2.906,290.064,7.09735,76,42,132,4.797,58263.4,2.4,0.618,2007
NM,742,2.8699,290.67,7.33598,78,20,424,4.695,58040.8,2.5085,0.618,2007
NM,743,2.7953,291.277,7.19046,93,37,658,4.481,59168.7,2.3078,0.618,2007
NM,744,3.6807,291.886,6.97904,87,28,892,5.234,60507.0,2.3629,0.618,2007
NM,745,3.8359,292.496,6.77034,65,84,371,5.589,59964.6,2.2099,0.618,2007
NM,746,3.8345,293.106,7.206,67,69,449,4.765,57949.0,2.1497,0.618,2007
NM,747,3.8254,293.719,6.99087,81,31,475,5.508,58669.9,2.0634,0.618,2007
NM,748,4.489,294.332,7.28868,84,93,284,4.733,59106.5,2.3319,0.618,2007
NM,749,4.9801,294.947,7.50036,76,102,301,4.581,58894.4,2.2735,0.618,2007
NM,750,3.9467,295.563,7.36447,91,47,628,4.61,58387.9,2.4223,0.618,2007
NM,751,3.9507,296.18,7.50774,82,86,730,5.199,59185.4,2.3576,0.618,2007
NM,752,3.8938,296.799,7.23712,57,90,774,5.236,60010.2,2.4215,0.618,2007
NM,753,3.8308,297.419,6.91735,90,75,598,4.152,59403.7,2.424,0.618,2007
NM,754,3.7665,298.04,6.81542,97,68,666,4.716,60883.6,2.4806,0.618,2007
NM,755,3.8124,298.663,6.68042,83,74,402,4.546,60200.1,2.3327,0.618,2007
NM,756,3.4012,299.287,6.69381,99,58,812,4.374,60757.2,2.4183,0.618,2007
NM,757,3.3693,299.912,6.98288,87,57,42,5.399,61175.7,2.1967,0.618,2007
NM,758,3.3532,300.538,6.81355,81,61,752,6.186,59748.3,2.1337,0.618,2007
NM,759,3.3438,301.166,7.30838,98,43,235,5.407,60170.6,2.1312,0.618,2007
NM,760,3.4229,301.795,7.60722,78,39,356,4.545,58784.9,2.2197,0.618,2007
NM,761,3.5099,302.425,7.58244,65,72,352,4.511,60517.9,2.23,0.618,2007
NM,762,3.5141,303.057,7.80764,81,42,402,4.494,60835.4,2.3836,0.618,2007
NM,763,3.4883,303.69,7.60287,85,87,452,4.629,60499.5,2.4127,0.618,2007
NM,764,3.4147,304.324,7.39965,94,72,998,4.696,61686.8,2.4103,0.618,2007
NM,765,3.3961,304.96,7.38568,73,24,528,4.286,61837.1,2.4697,0.618,2007
NM,766,3.3721,305.597,7.0598,125,74,368,5.039,60142.8,2.4648,0.618,2007
NM,767,3.416,306.235,6.97981,93,46,341,4.421,61560.5,2.4495,0.618,2007
NM,768,3.219,306.875,7.03287,73,63,790,5.117,62066.1,2.2731,0.618,2007
NM,769,3.2469,307.516,6.7178,101,21,522,5.058,62605.6,2.3252,0.618,2007
NM,770,3.2633,308.158,7.08798,90,91,230,5.651,61433.0,2.1515,0.618,2007
NM,771,3.3196,308.802,7.26787,81,59,72,5.407,61381.0,2.1794,0.618,2007
NM,772,3.2887,309.447,7.74227,85,57,244,5.71,62488.2,2.2078,0.618,2007
NM,773,3.3614,310.093,8.10911,83,59,288,5.283,62197.9,2.2361,0.618,2007
NM,774,3.3268,310.741,7.85406,78,13,865,4.688,62032.7,2.2996,0.618,2007
NM,775,3.3779,311.39,7.9451,99,97,347,4.979,62235.1,2.4512,0.618,2007
NM,776,3.3288,312.041,7.65659,103,110,1676,4.435,61274.6,2.4183,0.618,2007
NM,777,3.2096,312.692,7.39468,100,51,85,5.399,63042.0,2.4805,0.618,2007
NM,778,3.2132,313.345,7.22905,111,34,336,4.766,62286.8,2.5197,0.618,2007
NM,779,3.1355,314.0,7.30646,94,62,896,5.151,64078.5,2.3753,0.618,2007
NY,540,2.1556,190.7,10.15837,158,66,277,4.882,41784.5,2.4152,0.2734,2004
NY,541,2.1703,191.098,9.74719,146,98,559,4.911,42141.2,2.2602,0.2734,2004
NY,542,2.2593,191.497,10.08543,181,102,494,5.507,42667.2,2.1926,0.2734,2004
NY,543,2.3323,191.897,10.81237,142,108,266,4.762,41739.8,2.1656,0.2734,2004
NY,544,2.3434,192.298,10.99756,131,152,994,4.937,42507.1,2.1153,0.2734,2004
NY,545,2.4027,192.7,11.29073,180,106,411,5.282,42759.1,2.1864,0.2734,2004
NY,546,2.4314,193.102,11.45848,176,145,889,4.874,42594.0,2.3043,0.2734,2004
NY,547,2.3792,193.506,11.34373,165,93,860,4.792,41221.6,2.34,0.2734,2004
NY,548,2.3188,193.91,11.35143,198,97,432,5.587,43563.1,2.3971,0.2734,2004
NY,549,2.2735,194.315,10.72424,164,45,824,4.284,43390.4,2.5173,0.2734,2004
NY,550,2.1928,194.721,10.37528,177,46,462,4.608,42205.1,2.471,0.2734,2004
NY,551,2.1294,195.128,10.66574,164,176,579,4.13,43160.9,2.3396,0.2734,2004
NY,552,2.4538,195.535,10.21061,156,63,527,4.653,43275.9,2.1682,0.2734,2004
NY,553,2.4501,195.944,10.23975,160,100,295,4.667,42149.7,2.2339,0.2734,2004
NY,554,2.5642,196.353,10.16506,157,61,859,5.222,42071.3,2.0964,0.2734,2004
NY,555,2.6397,196.763,10.70869,145,107,356,5.609,43729.3,2.1745,0.2734,2004
NY,556,2.7048,197.174,11.37541,158,57,240,5.573,43716.4,2.116,0.2734,2004
NY,557,2.5965,197.586,11.6476,135,84,305,5.511,44228.2,2.2817,0.2734,2004
NY,558,2.6219,197.999,11.52725,152,76,327,5.199,43292.3,2.3404,0.2734,2004
NY,559,2.713,198.412,11.54605,151,58,557,4.825,43398.3,2.3385,0.2734,2004
NY,560,2.6419,198.827,11.07585,183,92,529,4.866,43538.1,2.408,0.2734,2004
NY,561,2.5322,199.242,10.68185,153,53,2126,5.146,43653.4,2.4629,0.2734,2004
NY,562,2.5299,199.658,10.73272,167,30,311,4.434,43154.8,2.4579,0.2734,2004
NY,563,2.4839,200.075,10.01083,179,68,1155,5.331,43244.8,2.3559,0.2734,2004
NY,564,2.7133,200.493,10.28326,156,113,212,4.606,44388.2,2.2106,0.2734,2004
NY,565,2.7372,200.912,10.53794,124,87,515,5.464,43604.8,2.1242,0.2734,2004
NY,566,2.7809,201.331,9.96917,166,30,521,5.358,43434.0,2.1288,0.2734,2004
NY,567,2.7935,201.752,11.10399,157,0,288,5.682,44324.8,2.2991,0.2734,2004
NY,568,2.8725,202.173,11.50852,152,179,348,5.426,44030.9,2.1812,0.2734,2004
NY,569,2.8876,202.596,11.39404,154,86,347,5.009,44526.0,2.3768,0.2734,2004
NY,570,2.8822,203.019,11.66084,184,47,677,5.933,44379.4,2.4421,0.2734,2004
NY,571,2.918,203.443,11.64126,145,42,533,4.376,43543.8,2.3644,0.2734,2004
NY,572,2.8377,203.868,10.85408,176,203,358,5.6,44403.2,2.5677,0.2734,2004
NY,573,2.7338,204.294,11.299,181,93,1003,5.217,44386.1,2.3322,0.2734,2004
NY,574,2.7251,204.72,10.7524,161,213,434,4.555,44935.6,2.4984,0.2734,2004
NY,575,2.6828,205.148,10.38768,160,88,1395,5.247,44863.3,2.2426,0.2734,2004
NY,576,3.218,205.576,9.85852,173,107,357,7.548,43996.8,2.5947,0.2734,2004
NY,577,3.1992,206.006,9.91835,166,119,258,7.771,43173.7,2.3868,0.2734,2004
NY,578,3.1827,206.436,9.65088,166,68,669,8.525,44246.7,2.3668,0.2734,2004
NY,579,3.2044,206.867,10.56112,145,66,361,8.08,43983.3,2.3782,0.2734,2004
NY,580,3.2469,207.299,10.95853,133,80,483,8.636,43580.5,2.3055,0.2734,2004
NY,581,4.0341,207.732,10.79539,132,44,1346,7.198,44371.4,2.3463,0.2734,2004
NY,582,3.9624,208.166,11.03836,171,99,219,8.553,43797.3,2.5177,0.2734,2004
NY,583,3.2672,208.601,10.88213,176,223,1317,7.956,44288.2,2.6609,0.2734,2004
NY,584,3.2942,209.037,10.65626,163,46,882,7.363,44293.6,2.5175,0.2734,2004
NY,585,3.2521,209.474,10.32768,186,130,544,7.465,43786.5,2.5821,0.2734,2004
NY,586,2.1109,209.911,9.82243,189,154,436,8.35,42849.1,2.5496,0.2734,2004
NY,587,1.6791,210.35,10.84034,171,92,393,7.536,44699.5,2.5486,0.2734,2004
NY,588,2.2368,210.789,10.42761,192,112,336,8.124,44369.2,2.3996,0.2734,2004
NY,589,2.248,211.229,10.70119,166,70,169,7.869,43493.7,2.3927,0.2734,2004
NY,590,2.2706,211.67,11.34683,173,148,1707,8.132,44944.8,2.3755,0.2734,2004
NY,591,2.3363,212.113,10.77658,138,38,771,7.781,43747.0,2.3352,0.2734,2004
NY,592,2.3853,212.556,11.45834,154,97,251,6.967,44641.0,2.2944,0.2734,2004
NY,593,2.4395,213.0,11.87763,140,84,1323,8.483,44652.5,2.461,0.2734,2004
NY,594,2.4158,213.444,11.81627,180,61,337,8.288,44813.9,2.5376,0.2734,2004
NY,595,2.3684,213.89,11.87439,184,42,1610,7.857,44391.3,2.6148,0.2734,2004
NY,596,2.3886,214.337,11.58865,168,61,834,7.237,44866.9,2.8627,0.2734,2004
NY,597,2.3239,214.785,11.20237,169,109,540,7.385,44621.0,2.7011,0.2734,2004
NY,598,2.2547,215.233,10.64512,190,83,1016,7.415,44380.0,2.7802,0.2734,2004
NY,599,2.2348,215.683,11.13346,181,85,1362,7.427,45741.0,2.5532,0.2734,2004
NY,600,2.6566,216.133,10.32669,165,35,1123,8.07,44649.4,2.5859,0.2734,2004
NY,601,2.6319,216.585,10.46849,175,52,700,8.231,45159.9,2.513,0.2734,2004
NY,602,2.6929,217.037,10.99112,167,81,383,7.799,45487.4,2.4171,0.2734,2004
NY,603,2.7661,217.491,11.14323,132,27,498,8.368,45664.5,2.4843,0.2734,2004
NY,604,2.8022,217.945,11.26539,166,38,722,8.296,45107.1,2.3896,0.2734,2004
NY,605,2.8352,218.4,11.61391,142,88,82,7.59,45382.6,2.4714,0.2734,2004
NY,606,2.8373,218.856,11.72328,163,29,663,7.715,46112.7,2.5521,0.2734,2004
NY,607,2.8472,219.313,11.6176,161,93,520,8.193,45504.5,2.6144,0.2734,2004
NY,608,2.7864,219.772,11.76288,202,50,755,7.436,45265.9,2.6811,0.2734,2004
NY,609,2.7006,220.231,11.06978,206,51,409,8.36,45336.3,2.5509,0.2734,2004
NY,610,2.7671,220.691,10.70123,176,181,491,8.108,45579.9,2.5471,0.2734,2004
NY,611,2.7194,221.152,10.39521,184,127,310,7.419,45779.4,2.5188,0.2734,2004
NY,612,3.4225,221.614,10.63954,171,27,435,5.258,47123.5,2.3363,0.2734,2004
NY,613,3.3389,222.076,11.06858,147,102,152,5.314,47855.3,2.3211,0.2734,2004
NY,614,3.3764,222.54,10.63238,145,86,212,4.939,47552.0,2.1111,0.2734,2004
NY,615,3.4419,223.005,11.95613,125,26,569,5.62,47464.0,1.9601,0.2734,2004
NY,616,3.5395,223.471,11.61894,132,74,739,4.83,46856.7,2.1561,0.2734,2004
NY,617,3.5867,223.938,11.9858,181,109,533,5.272,47396.4,2.2478,0.2734,2004
NY,618,3.5952,224.405,11.58058,166,100,271,4.569,46981.5,2.2835,0.2734,2004
NY,619,3.5105,224.874,11.55446,165,68,1269,5.069,48248.5,2.4869,0.2734,2004
NY,620,3.4505,225.344,11.55862,162,69,1153,4.811,46698.2,2.5147,0.2734,2004
NY,621,3.3155,225.815,11.19993,179,54,468,4.734,49024.9,2.3882,0.2734,2004
NY,622,3.3369,226.286,10.87584,179,97,323,4.575,47921.5,2.3938,0.2734,2004
NY,623,3.3121,226.759,10.8228,188,154,356,4.218,48210.3,2.2069,0.2734,2004
NY,624,3.4418,227.233,10.73617,171,93,670,4.322,49137.0,2.3368,0.2734,2004
NY,625,3.4641,227.707,10.39908,155,35,234,5.344,49970.8,2.3651,0.2734,2004
NY,626,3.5334,228.183,10.41533,149,62,115,5.807,47752.6,2.0862,0.2734,2004
NY,627,3.6669,228.659,11.09898,146,56,600,4.9,48291.4,2.0651,0.2734,2004
NY,628,3.5973,229.137,11.66042,164,120,754,5.037,48962.0,2.0551,0.2734,2004
NY,629,3.6691,229.616,11.96899,146,57,508,4.978,49490.1,2.1126,0.2734,2004
NY,630,3.6496,230.095,12.02503,137,118,1978,4.698,48269.3,2.2947,0.2734,2004
NY,631,3.6757,230.576,11.65826,164,24,360,4.401,48066.9,2.3809,0.2734,2004
NY,632,3.6432,231.057,11.58036,181,117,427,4.403,49209.6,2.3154,0.2734,2004
NY,633,3.5513,231.54,12.04528,206,66,434,4.536,50657.3,2.3804,0.2734,2004
NY,634,3.5518,232.024,10.83952,164,84,1190,5.039,47999.5,2.4842,0.2734,2004
NY,635,3.4672,232.508,10.78024,176,197,740,4.931,48611.2,2.3988,0.2734,2004
NY,636,3.3411,232.994,10.46138,152,59,460,5.132,48340.8,2.2944,0.2734,2004
NY,637,3.3232,233.481,10.89628,166,90,323,4.772,49832.0,2.0748,0.2734,2004
NY,638,3.4248,233.968,11.11368,148,103,1758,5.115,49056.9,2.2119,0.2734,2004
NY,639,3.4824,234.457,11.38454,148,189,330,4.256,49822.9,2.0815,0.2734,2004
NY,640,3.4825,234.947,11.61562,158,118,477,5.14,49159.4,2.145,0.2734,2004
NY,641,3.5863,235.438,12.13631,144,81,442,5.5,49820.6,2.3586,0.2734,2004
NY,642,3.6161,235.929,12.55533,145,101,826,5.41,49661.2,2.2577,0.2734,2004
NY,643,3.528,236.422,11.75511,158,153,1884,4.335,49743.9,2.4232,0.2734,2004
NY,644,3.445,236.916,12.10373,158,169,177,4.58,49686.7,2.3941,0.2734,2004
NY,645,3.5306,237.411,11.36544,177,58,607,4.874,49285.1,2.3539,0.2734,2004
NY,646,3.4725,237.907,11.25502,164,66,163,4.766,50022.1,2.473,0.2734,2004
NY,647,3.4202,238.404,11.1965,171,103,605,4.778,50969.1,2.296,0.2734,2004
NY,648,3.2451,238.902,11.06994,148,170,230,4.862,50872.2,2.341,0.2734,2004
NY,649,3.1936,239.401,11.2377,156,153,447,4.645,49381.1,2.2865,0.2734,2004
NY,650,3.3188,239.901,11.18085,155,76,925,5.564,49480.7,2.1815,0.2734,2004
NY,651,3.3171,240.402,12.09733,149,70,108,5.754,50342.2,2.1552,0.2734,2004
NY,652,3.3379,240.904,12.14569,151,57,833,5.432,49535.9,2.1401,0.2734,2004
NY,653,3.579,241.407,12.36265,138,96,275,5.308,49800.3,2.3136,0.2734,2004
NY,654,3.4248,241.911,12.53171,179,86,433,4.963,51408.9,2.4047,0.2734,2004
NY,655,3.4487,242.417,12.75148,184,202,1121,4.459,50256.8,2.4001,0.2734,2004
NY,656,3.4377,242.923,12.51752,156,57,407,5.313,50792.6,2.4471,0.2734,2004
NY,657,3.4009,243.43,12.36756,182,165,536,4.696,51190.4,2.4367,0.2734,2004
NY,658,3.2158,243.939,11.52763,185,128,448,4.54,51186.7,2.5838,0.2734,2004
NY,659,3.2064,244.448,10.81316,166,124,1561,5.309,50041.3,2.496,0.2734,2004
NY,660,2.1085,244.959,11.95716,173,18,230,4.935,52603.2,2.3355,0.2734,2004
NY,661,2.2884,245.471,11.508,150,59,704,5.309,50694.4,2.328,0.2734,2004
NY,662,2.2631,245.983,12.22251,163,89,929,6.038,51605.9,2.1825,0.2734,2004
NY,663,2.3865,246.497,12.92785,153,150,340,5.814,51731.9,2.125,0.2734,2004
NY,664,2.4339,247.012,13.03211,140,50,854,5.296,50704.5,2.2348,0.2734,2004
NY,665,2.5018,247.528,14.06059,178,17,277,4.703,52501.9,2.0882,0.2734,2004
NY,666,2.5598,248.045,13.88649,165,180,1678,5.091,52288.8,2.1736,0.2734,2004
NY,667,2.5509,248.563,13.79905,177,20,312,4.114,51599.0,2.3995,0.2734,2004
NY,668,2.4914,249.082,14.0569,175,234,1597,4.549,52576.7,2.522,0.2734,2004
NY,669,2.39,249.603,13.54604,189,71,1181,4.775,52793.2,2.4738,0.2734,2004
NY,670,2.4399,250.124,12.54642,184,45,340,5.136,52974.2,2.4616,0.2734,2004
NY,671,2.3539,250.646,12.20115,147,69,737,4.808,52098.4,2.3302,0.2734,2004
NY,672,2.0146,251.17,12.75921,155,138,402,4.676,53101.4,2.2375,0.2734,2004
NY,673,1.992,251.694,12.62329,169,115,500,4.353,52240.9,2.1634,0.2734,2004
NY,674,2.0621,252.22,12.69365,169,119,238,5.586,52132.5,2.1832,0.2734,2004
NY,675,2.1203,252.747,13.48363,144,88,391,5.188,52649.2,2.2038,0.2734,2004
NY,676,2.2124,253.275,14.54137,167,68,1072,4.998,52112.0,2.1666,0.2734,2004
NY,677,2.2564,253.804,14.58833,141,104,280,5.408,51801.4,2.2159,0.2734,2004
NY,678,2.1931,254.334,14.4873,180,166,619,4.238,53872.2,2.3477,0.2734,2004
NY,679,2.2035,254.865,14.15661,161,137,1499,4.948,52153.0,2.3704,0.2734,2004
NY,680,2.1262,255.398,13.63029,182,170,1646,4.797,52822.0,2.5267,0.2734,2004
NY,681,2.1084,255.931,13.16997,189,143,296,5.04,54117.3,2.3646,0.2734,2004
NY,682,2.0818,256.466,13.1313,174,143,988,5.697,53226.8,2.4874,0.2734,2004
NY,683,2.0021,257.001,12.67309,183,71,1097,4.944,53240.0,2.3399,0.2734,2004
NY,684,2.2755,257.538,12.54086,163,59,311,5.237,54211.0,2.1272,0.2734,2004
NY,685,2.2699,258.076,13.01061,150,196,1243,5.001,54067.0,2.0072,0.2734,2004
NY,686,2.3325,258.615,13.03666,120,46,807,5.496,52630.7,2.3015,0.2734,2004
NY,687,2.4111,259.155,13.59995,144,132,177,5.071,54065.9,2.1662,0.2734,2004
NY,688,2.4758,259.697,14.08905,133,125,875,5.504,55383.6,1.9924,0.2734,2004
NY,689,2.5496,260.239,14.05935,159,89,420,4.901,54167.7,2.319,0.2734,2004
NY,690,2.532,260.783,14.18207,176,109,1171,5.91,54577.8,2.2131,0.2734,2004
NY,691,2.4932,261.327,14.85062,187,78,1143,4.777,54587.4,2.4879,0.2734,2004
NY,692,2.4674,261.873,14.3442,199,83,1482,4.276,53958.1,2.3963,0.2734,2004
NY,693,2.3974,262.42,13.10305,199,147,742,4.968,53655.5,2.4328,0.2734,2004
NY,694,2.3043,262.968,13.02652,210,193,3146,4.861,53514.4,2.4776,0.2734,2004
NY,695,2.2937,263.518,13.22037,174,153,296,4.738,54509.7,2.2802,0.2734,2004
NY,696,2.6033,264.068,12.6001,174,265,781,4.79,55532.8,2.2785,0.2734,2004
NY,697,2.6318,264.62,13.08195,151,169,809,5.297,53634.6,2.2134,0.2734,2004
NY,698,2.7153,265.172,12.76931,152,162,410,6.03,54192.9,2.059,0.2734,2004
NY,699,2.7206,265.726,13.49277,149,133,619,5.109,54295.6,2.0994,0.2734,2004
NY,700,2.7845,266.281,13.16401,159,164,374,5.549,55331.0,2.193,0.2734,2004
NY,701,2.8966,266.838,14.69727,160,99,849,5.103,55127.6,2.2596,0.2734,2004
NY,702,2.8272,267.395,14.33502,150,18,861,4.79,55224.7,2.3094,0.2734,2004
NY,703,2.7998,267.953,13.69905,164,149,303,4.964,54748.8,2.3042,0.2734,2004
NY,704,2.6472,268.513,13.99074,157,83,602,4.294,55635.1,2.4723,0.2734,2004
NY,705,2.6432,269.074,13.51497,192,69,797,4.974,55750.0,2.3993,0.2734,2004
NY,706,2.555,269.636,13.27474,184,58,393,4.898,56582.2,2.4599,0.2734,2004
NY,707,2.5477,270.199,12.81719,160,85,1627,4.626,54642.4,2.4646,0.2734,2004
NY,708,2.4378,270.764,12.56265,155,121,449,5.385,55718.2,2.2874,0.2734,2004
NY,709,2.5046,271.329,12.70076,142,61,667,5.24,55827.4,2.1202,0.2734,2004
NY,710,2.4569,271.896,13.06935,152,129,1416,5.763,55343.5,2.1505,0.2734,2004
NY,711,2.5269,272.464,13.92357,153,74,322,5.95,56481.1,2.2072,0.2734,2004
NY,712,2.562,273.033,14.566,161,30,331,5.453,54978.9,2.3096,0.2734,2004
NY,713,2.5827,273.603,14.56271,131,183,389,5.005,56756.2,2.3035,0.2734,2004
NY,714,2.6447,274.175,15.41894,158,72,352,5.271,56361.1,2.2576,0.2734,2004
NY,715,2.7337,274.747,14.46702,183,122,52,5.164,55660.9,2.4179,0.2734,2004
NY,716,2.7135,275.321,14.81133,194,185,981,4.958,57050.8,2.5022,0.2734,2004
NY,717,2.5501,275.896,13.85908,212,202,757,5.185,57838.4,2.4899,0.2734,2004
NY,718,2.4603,276.473,13.44593,161,167,745,4.791,56797.4,2.6495,0.2734,2004
NY,719,2.5019,277.05,13.32314,175,179,762,4.515,56881.8,2.393,0.2734,2004
NY,720,2.0948,277.629,12.41373,185,131,1071,9.37,57852.9,2.2912,0.2734,2004
NY,721,2.0561,278.209,13.16764,197,63,437,9.967,56953.9,2.148,0.2734,2004
NY,722,2.0484,278.79,11.1223,176,31,953,9.75,57420.1,2.255,0.2734,2004
NY,723,1.7578,279.372,9.14892,161,92,396,9.504,57218.6,2.2734,0.2734,2004
NY,724,1.8399,279.956,11.10149,152,60,541,9.914,55742.6,2.2576,0.2734,2004
NY,725,2.2481,280.54,13.06155,185,112,734,9.947,57197.2,2.2267,0.2734,2004
NY,726,2.3001,281.126,13.68445,174,146,785,8.914,58155.4,2.2316,0.2734,2004
NY,727,2.2292,281.714,15.04691,171,311,1426,9.025,57331.4,2.2565,0.2734,2004
NY,728,2.227,282.302,14.77552,216,95,690,9.296,58180.3,2.6438,0.2734,2004
NY,729,2.1466,282.892,14.19769,169,59,1036,9.165,58680.2,2.4632,0.2734,2004
NY,730,2.1088,283.483,13.42061,205,89,1325,8.933,57477.7,2.2975,0.2734,2004
NY,731,2.1018,284.075,13.07394,170,150,923,9.091,56225.8,2.4819,0.2734,2004
NY,732,2.8869,284.668,13.84138,197,208,1425,5.237,58394.8,2.3576,0.2734,2004
NY,733,2.8325,285.263,13.43443,153,42,591,4.436,59013.5,2.2501,0.2734,2004
NY,734,2.9341,285.859,13.6704,152,195,926,6.025,56568.7,2.3405,0.2734,2004
NY,735,2.9728,286.456,13.40309,140,114,589,5.614,57933.1,2.2268,0.2734,2004
NY,736,3.0395,287.054,14.45948,124,111,722,4.62,57803.0,2.1528,0.2734,2004
NY,737,3.0597,287.654,15.03652,166,82,275,4.379,57620.4,2.3142,0.2734,2004
NY,738,3.0618,288.254,15.36131,174,48,707,4.443,58248.0,2.2444,0.2734,2004
NY,739,3.0551,288.856,14.57295,162,101,653,5.98,59186.7,2.4895,0.2734,2004
NY,740,2.9505,289.46,14.33377,164,97,405,5.114,58143.1,2.4368,0.2734,2004
NY,741,2.9539,290.064,13.64326,197,105,516,4.58,58551.9,2.2886,0.2734,2004
NY,742,2.9005,290.67,13.77534,174,75,642,5.029,59426.8,2.3614,0.2734,2004
NY,743,2.866,291.277,13.26815,174,56,1290,5.112,60021.5,2.2815,0.2734,2004
NY,744,3.7887,291.886,13.05846,147,92,587,5.758,58775.9,2.2782,0.2734,2004
NY,745,3.8092,292.496,12.81686,152,215,416,5.11,58879.2,2.1959,0.2734,2004
NY,746,3.8389,293.106,13.27841,148,103,1014,4.874,59409.8,2.2745,0.2734,2004
NY,747,3.8806,293.719,13.50587,149,182,1356,5.69,59669.0,2.093,0.2734,2004
NY,748,4.5366,294.332,14.03853,129,138,1139,4.992,60678.9,2.1949,0.2734,2004
NY,749,4.8441,294.947,14.16375,156,110,1260,5.131,59540.5,2.2063,0.2734,2004
NY,750,3.958,295.563,14.64759,160,60,978,3.744,58125.4,2.2627,0.2734,2004
NY,751,3.9492,296.18,14.64385,135,155,505,4.519,59149.3,2.5446,0.2734,2004
NY,752,3.8768,296.799,13.90996,173,181,276,5.401,59968.1,2.441,0.2734,2004
NY,753,3.8079,297.419,13.7669,181,131,1612,4.151,59874.4,2.3506,0.2734,2004
NY,754,3.7776,298.04,13.214,158,240,607,4.591,60886.9,2.4669,0.2734,2004
NY,755,3.7725,298.663,12.98444,167,26,2327,4.986,60231.2,2.3388,0.2734,2004
NY,756,3.3787,299.287,12.65813,158,133,911,5.097,59918.3,2.2923,0.2734,2004
